#Evid,Magnitude,Epoch(UTC),Time UTC,Time Local,Distance From,Lat,Lon,Depth Km,Depth Mi
10811018,1.5,1301786726.37,2011/04/02 23:25:26,2011/04/02 16:25:26 PDT,"12.6 km (   7.8 mi) NW  ( 326. azimuth) from Friday Harbor, WA",48.629,-123.1005,16.1,10.0
60985757,1.2,1428686963.4,2015/04/10 17:29:23,2015/04/10 10:29:23 PDT,"28.9 km (  17.9 mi) NNW ( 337. azimuth) from Ellensburg, WA",47.238,-120.6862,7.7,4.7
10802088,1.4,1283108743.54,2010/08/29 19:05:43,2010/08/29 12:05:43 PDT,"20.5 km (  12.7 mi) SE  ( 125. azimuth) from Longview, WA",46.0298,-122.7253,16.9,10.5
60693407,1.0,1392474937.63,2014/02/15 14:35:37,2014/02/15 06:35:37 PST,"5.0 km (   3.1 mi) N   (  10. azimuth) from Hanford-400, WA",46.4138,-119.2667,0.0,0.0
60880846,2.2,1410902764.77,2014/09/16 21:26:04,2014/09/16 14:26:04 PDT,"3.8 km (   2.4 mi) SSE ( 151. azimuth) from Everett, WA",47.9498,-122.1750,35.9,22.3
60443127,1.0,1345644174.29,2012/08/22 14:02:54,2012/08/22 07:02:54 PDT,"65.8 km (  40.9 mi) SSW ( 210. azimuth) from Bend, OR",43.5458,-121.7173,5.3,3.3
10798758,2.1,1279697063.73,2010/07/21 07:24:23,2010/07/21 00:24:23 PDT,"25.1 km (  15.6 mi) E   (  93. azimuth) from Eatonville, WA",46.8542,-121.9350,9.6,6.0
60719606,2.2,1394927144.95,2014/03/15 23:45:44,2014/03/15 16:45:44 PDT,"5.1 km (   3.2 mi) SW  ( 235. azimuth) from Bremerton, WA",47.5405,-122.6860,22.5,14.0
10811948,1.7,1299580742.75,2011/03/08 10:39:02,2011/03/08 02:39:02 PST,"13.4 km (   8.3 mi) ESE ( 115. azimuth) from Maupin, OR",45.1248,-120.9242,17.3,10.7
60520502,1.0,1366660877.44,2013/04/22 20:01:17,2013/04/22 13:01:17 PDT,"32.9 km (  20.4 mi) NNE (  12. azimuth) from Satsop, WA",47.2928,-123.3940,0.0,0.0
10827083,0.9,1314656084.63,2011/08/29 22:14:44,2011/08/29 15:14:44 PDT,"3.8 km (   2.3 mi) NNE (  17. azimuth) from Hanford-400, WA",46.4017,-119.2637,1.5,0.9
10817268,2.3,1306047032.97,2011/05/22 06:50:32,2011/05/21 23:50:32 PDT,"21.8 km (  13.5 mi) NNE (  32. azimuth) from Portland, OR",45.7015,-122.4728,16.3,10.1
60473001,2.7,1349469130.57,2012/10/05 20:32:10,2012/10/05 13:32:10 PDT,"3.8 km (   2.4 mi) SE  ( 141. azimuth) from Poulsbo, WA",47.7087,-122.6128,26.2,16.2
10821778,1.8,1313154103.15,2011/08/12 13:01:43,2011/08/12 06:01:43 PDT,"26.6 km (  16.5 mi) S   ( 171. azimuth) from Morton, WA",46.3218,-122.2197,11.8,7.3
10820268,0.6,1309979303.49,2011/07/06 19:08:23,2011/07/06 12:08:23 PDT,"1.2 km (   0.7 mi) NNE (  24. azimuth) from Hanford-400, WA",46.379,-119.2717,0.4,0.3
10808373,1.1,1284476602.18,2010/09/14 15:03:22,2010/09/14 08:03:22 PDT,"4.1 km (   2.5 mi) SW  ( 219. azimuth) from Bremerton, WA",47.5383,-122.6645,18.5,11.5
10802658,1.5,1273724906.56,2010/05/13 04:28:26,2010/05/12 21:28:26 PDT,"12.9 km (   8.0 mi) W   ( 272. azimuth) from Entiat, WA",47.6667,-120.3953,5.6,3.4
60396892,0.9,1335414266.65,2012/04/26 04:24:26,2012/04/25 21:24:26 PDT,"13.6 km (   8.4 mi) WSW ( 253. azimuth) from Morton, WA",46.5233,-122.4453,22.9,14.2
60747101,2.4,1398287702.89,2014/04/23 21:15:02,2014/04/23 14:15:02 PDT,"17.9 km (  11.1 mi) W   ( 274. azimuth) from Bremerton, WA",47.5777,-122.8682,20.8,12.9
10799668,1.9,1280012956.45,2010/07/24 23:09:16,2010/07/24 16:09:16 PDT,"7.8 km (   4.9 mi) WSW ( 246. azimuth) from Seattle, WA",47.5732,-122.4293,23.6,14.6
60422122,1.3,1341426444.42,2012/07/04 18:27:24,2012/07/04 11:27:24 PDT,"40.6 km (  25.3 mi) S   ( 170. azimuth) from Morton, WA",46.1982,-122.1845,2.8,1.8
10813893,1.9,1303248529.75,2011/04/19 21:28:49,2011/04/19 14:28:49 PDT,"28.9 km (  18.0 mi) SE  ( 125. azimuth) from Eugene, OR",43.9022,-122.7905,6.1,3.8
10786078,1.2,1265672846.71,2010/02/08 23:47:26,2010/02/08 15:47:26 PST,"8.0 km (   4.9 mi) WSW ( 238. azimuth) from Olympia, WA",47.0067,-122.9787,0.0,0.0
60675682,0.8,1390647952.13,2014/01/25 11:05:52,2014/01/25 03:05:52 PST,"26.4 km (  16.4 mi) E   (  85. azimuth) from Monroe, WA",47.8775,-121.6200,3.8,2.3
60380567,2.5,1329684990.55,2012/02/19 20:56:30,2012/02/19 12:56:30 PST,"57.6 km (  35.8 mi) WSW ( 243. azimuth) from Kamloops, BC",50.4285,-121.0410,0.0,0.0
10820393,1.4,1308803381.62,2011/06/23 04:29:41,2011/06/22 21:29:41 PDT,"38.8 km (  24.1 mi) E   (  94. azimuth) from Eatonville, WA",46.8408,-121.7567,2.1,1.3
60659566,2.3,1387663870.83,2013/12/21 22:11:10,2013/12/21 14:11:10 PST,"67.5 km (  41.9 mi) E   (  81. azimuth) from Hope, BC",49.4748,-120.5277,0.0,0.0
60456922,1.9,1348791956.02,2012/09/28 00:25:56,2012/09/27 17:25:56 PDT,"27.4 km (  17.1 mi) NW  ( 321. azimuth) from Tillamook, OR",45.6482,-124.0642,19.2,11.9
10807713,1.5,1289996443.46,2010/11/17 12:20:43,2010/11/17 04:20:43 PST,"12.4 km (   7.7 mi) W   ( 273. azimuth) from Morton, WA",46.5633,-122.4368,15.2,9.4
60464367,0.7,1350249453,2012/10/14 21:17:33,2012/10/14 14:17:33 PDT,"6.2 km (   3.8 mi) ESE ( 111. azimuth) from Poulsbo, WA",47.7155,-122.5675,17.3,10.7
60534751,0.9,1369950392.72,2013/05/30 21:46:32,2013/05/30 14:46:32 PDT,"9.9 km (   6.2 mi) NW  ( 312. azimuth) from Bellingham, WA",48.8233,-122.5830,19.4,12.1
10809118,1.5,1290659413.69,2010/11/25 04:30:13,2010/11/24 20:30:13 PST,"21.8 km (  13.6 mi) N   ( 349. azimuth) from Bellingham, WA",48.956,-122.5397,19.3,12.0
60994991,0.7,1428369664.76,2015/04/07 01:21:04,2015/04/06 18:21:04 PDT,"37.4 km (  23.2 mi) E   (  79. azimuth) from Morton, WA",46.621,-121.7942,12.1,7.5
60533476,1.0,1369558408.3,2013/05/26 08:53:28,2013/05/26 01:53:28 PDT,"11.8 km (   7.3 mi) W   ( 276. azimuth) from Morton, WA",46.57,-122.4285,15.5,9.6
60699017,2.6,1393017563.09,2014/02/21 21:19:23,2014/02/21 13:19:23 PST,"5.0 km (   3.1 mi) WSW ( 240. azimuth) from Othello, WA",46.8045,-119.2242,17.2,10.7
60452292,0.8,1347740715.56,2012/09/15 20:25:15,2012/09/15 13:25:15 PDT,"19.2 km (  11.9 mi) SSE ( 160. azimuth) from Mount Vernon, WA",48.2573,-122.2505,8.6,5.3
10818753,0.7,1306687227.71,2011/05/29 16:40:27,2011/05/29 09:40:27 PDT,"24.5 km (  15.3 mi) ESE ( 116. azimuth) from Eatonville, WA",46.771,-121.9748,9.0,5.6
61035217,2.9,1435432272.49,2015/06/27 19:11:12,2015/06/27 12:11:12 PDT,"287.6 km ( 178.7 mi) NE  (  49. azimuth) from Colville, WA",50.1882,-114.8280,0.0,0.0
60519102,2.4,1366319562.79,2013/04/18 21:12:42,2013/04/18 14:12:42 PDT,"66.8 km (  41.5 mi) WSW ( 256. azimuth) from Penticton, BC",49.3503,-120.4778,0.0,0.0
60671887,2.4,1389910903.05,2014/01/16 22:21:43,2014/01/16 14:21:43 PST,"68.1 km (  42.3 mi) WSW ( 257. azimuth) from Penticton, BC",49.3658,-120.5025,0.0,0.0
60538952,1.1,1370815998.35,2013/06/09 22:13:18,2013/06/09 15:13:18 PDT,"14.0 km (   8.7 mi) E   (  85. azimuth) from Prosser, Wa",46.2175,-119.5868,7.4,4.6
60984151,1.7,1426205024.77,2015/03/13 00:03:44,2015/03/12 17:03:44 PDT,"10.8 km (   6.7 mi) W   ( 263. azimuth) from Bremerton, WA",47.5542,-122.7725,19.0,11.8
60444986,1.0,1343231111.43,2012/07/25 15:45:11,2012/07/25 08:45:11 PDT,"57.6 km (  35.8 mi) NW  ( 314. azimuth) from Forks, WA",48.3075,-124.9415,0.0,0.0
60944007,1.8,1420038818.3,2014/12/31 15:13:38,2014/12/31 07:13:38 PST,"9.2 km (   5.7 mi) SW  ( 233. azimuth) from Entiat, WA",47.6123,-120.3215,15.5,9.6
10832103,2.4,1321896544.74,2011/11/21 17:29:04,2011/11/21 09:29:04 PST,"18.1 km (  11.3 mi) NE  (  40. azimuth) from Tacoma, WA",47.3623,-122.2798,24.9,15.4
60423582,1.1,1341746459.96,2012/07/08 11:20:59,2012/07/08 04:20:59 PDT,"61.7 km (  38.3 mi) SSW ( 210. azimuth) from Bend, OR",43.5788,-121.6940,4.0,2.5
10794768,1.2,1280758887.63,2010/08/02 14:21:27,2010/08/02 07:21:27 PDT,"31.6 km (  19.7 mi) ENE (  78. azimuth) from Morton, WA",46.6187,-121.8703,9.9,6.1
60555031,0.7,1374087327.26,2013/07/17 18:55:27,2013/07/17 11:55:27 PDT,"38.4 km (  23.9 mi) SSE ( 155. azimuth) from Morton, WA",46.2453,-122.0623,12.7,7.9
10830283,1.8,1323045990.13,2011/12/05 00:46:30,2011/12/04 16:46:30 PST,"67.9 km (  42.2 mi) E   (  88. azimuth) from Hope, BC",49.399,-120.5125,9.9,6.1
10821583,1.7,1310245536.54,2011/07/09 21:05:36,2011/07/09 14:05:36 PDT,"67.5 km (  41.9 mi) E   (  88. azimuth) from Hope, BC",49.4005,-120.5182,4.6,2.8
10813158,1.5,1292602887.02,2010/12/17 16:21:27,2010/12/17 08:21:27 PST,"52.9 km (  32.9 mi) WSW ( 241. azimuth) from The Dalles, OR",45.3615,-121.7637,7.2,4.4
60508281,1.2,1362248434.99,2013/03/02 18:20:34,2013/03/02 10:20:34 PST,"24.6 km (  15.3 mi) ENE (  79. azimuth) from Pasco, WA",46.2785,-118.7827,0.8,0.5
60661176,1.2,1388053362.52,2013/12/26 10:22:42,2013/12/26 02:22:42 PST,"35.1 km (  21.8 mi) E   (  91. azimuth) from Longview, WA",46.1295,-122.4872,16.9,10.5
60945007,0.8,1420440328.6,2015/01/05 06:45:28,2015/01/04 22:45:28 PST,"34.0 km (  21.1 mi) ESE ( 105. azimuth) from Longview, WA",46.056,-122.5172,17.0,10.5
60725651,2.3,1395430234.12,2014/03/21 19:30:34,2014/03/21 12:30:34 PDT,"49.3 km (  30.6 mi) SW  ( 219. azimuth) from Longview, WA",45.7948,-123.3472,18.9,11.7
60557882,1.7,1374689866.45,2013/07/24 18:17:46,2013/07/24 11:17:46 PDT,"48.2 km (  29.9 mi) SSW ( 194. azimuth) from Bend, OR",43.6378,-121.4530,0.0,0.0
60555266,1.1,1374134452.79,2013/07/18 08:00:52,2013/07/18 01:00:52 PDT,"41.4 km (  25.7 mi) WSW ( 245. azimuth) from Bremerton, WA",47.4092,-123.1292,16.5,10.3
10790088,1.0,1266747326.1,2010/02/21 10:15:26,2010/02/21 02:15:26 PST,"6.7 km (   4.1 mi) ESE ( 105. azimuth) from Deming, WA",48.809,-122.1293,12.9,8.0
60913966,2.5,1414730820.53,2014/10/31 04:47:00,2014/10/30 21:47:00 PDT,"9.7 km (   6.0 mi) ESE ( 107. azimuth) from Forks, WA",47.9222,-124.2585,0.0,0.0
60879031,0.9,1410736002.71,2014/09/14 23:06:42,2014/09/14 16:06:42 PDT,"7.8 km (   4.9 mi) NW  ( 307. azimuth) from Duvall, WA",47.784,-122.0688,21.1,13.1
60491181,2.2,1354659126.39,2012/12/04 22:12:06,2012/12/04 14:12:06 PST,"65.4 km (  40.6 mi) W   ( 264. azimuth) from Penticton, BC",49.4427,-120.4835,0.0,0.0
60406441,2.1,1333481904.8,2012/04/03 19:38:24,2012/04/03 12:38:24 PDT,"9.5 km (   5.9 mi) NW  ( 312. azimuth) from Longview, WA",46.1933,-123.0338,0.0,0.0
60534911,0.7,1370013074.6,2013/05/31 15:11:14,2013/05/31 08:11:14 PDT,"18.4 km (  11.4 mi) WNW ( 284. azimuth) from Hanford-200W, WA",46.5928,-119.8602,0.1,0.1
60104708,1.0,1422349486,2015/01/27 09:04:46,2015/01/27 01:04:46 PST,"54.4 km (  33.8 mi) SE  ( 131. azimuth) from Forks, WA",47.63,-123.8288,4.9,3.0
60630716,2.0,1384550496.06,2013/11/15 21:21:36,2013/11/15 13:21:36 PST,"25.1 km (  15.6 mi) E   (  84. azimuth) from Monroe, WA",47.8802,-121.6372,7.4,4.6
60730166,0.9,1395868428.71,2014/03/26 21:13:48,2014/03/26 14:13:48 PDT,"44.7 km (  27.8 mi) NNE (  22. azimuth) from Portland, OR",45.9073,-122.4028,19.6,12.1
10821268,0.8,1297896339.32,2011/02/16 22:45:39,2011/02/16 14:45:39 PST,"10.4 km (   6.5 mi) E   (  81. azimuth) from Sedro Woolley, WA",48.5145,-122.0953,3.6,2.2
60026908,0.7,1363608394.11,2013/03/18 12:06:34,2013/03/18 05:06:34 PDT,"27.2 km (  16.9 mi) NW  ( 315. azimuth) from Longview, WA",46.31,-123.1908,4.9,3.1
10814998,1.9,1303697685.84,2011/04/25 02:14:45,2011/04/24 19:14:45 PDT,"17.2 km (  10.7 mi) S   ( 180. azimuth) from Bremerton, WA",47.4118,-122.6295,15.4,9.5
60968146,0.9,1423850709.25,2015/02/13 18:05:09,2015/02/13 10:05:09 PST,"27.8 km (  17.3 mi) NNE (  15. azimuth) from Astoria, OR",46.427,-123.7427,0.0,0.0
60391516,1.3,1327802378.89,2012/01/29 01:59:38,2012/01/28 17:59:38 PST,"38.4 km (  23.9 mi) E   (  94. azimuth) from Eatonville, WA",46.8452,-121.7605,1.9,1.2
10800588,1.1,1276099576.63,2010/06/09 16:06:16,2010/06/09 09:06:16 PDT,"31.5 km (  19.6 mi) N   ( 352. azimuth) from Poulsbo, WA",48.0153,-122.7038,1.3,0.8
60945682,1.6,1420669676.68,2015/01/07 22:27:56,2015/01/07 14:27:56 PST,"1.9 km (   1.2 mi) ENE (  69. azimuth) from Granite Falls, WA",48.0902,-121.9438,0.0,0.0
60381947,1.0,1330042353.24,2012/02/24 00:12:33,2012/02/23 16:12:33 PST,"49.5 km (  30.7 mi) WNW ( 286. azimuth) from Maupin, OR",45.295,-121.6883,5.2,3.2
10815498,0.9,1293137061.28,2010/12/23 20:44:21,2010/12/23 12:44:21 PST,"20.3 km (  12.6 mi) W   ( 279. azimuth) from Morton, WA",46.5853,-122.5375,1.0,0.6
10798648,1.0,1279651967.4,2010/07/20 18:52:47,2010/07/20 11:52:47 PDT,"30.8 km (  19.2 mi) ENE (  71. azimuth) from Longview, WA",46.2287,-122.5643,9.6,6.0
60530392,1.6,1368662043.58,2013/05/15 23:54:03,2013/05/15 16:54:03 PDT,"29.5 km (  18.3 mi) W   ( 276. azimuth) from Othello, WA",46.8567,-119.5523,0.0,0.0
10832668,0.8,1324106128.58,2011/12/17 07:15:28,2011/12/16 23:15:28 PST,"32.8 km (  20.4 mi) E   (  99. azimuth) from Longview, WA",46.0915,-122.5218,14.8,9.2
60431637,1.0,1343404538.96,2012/07/27 15:55:38,2012/07/27 08:55:38 PDT,"41.4 km (  25.7 mi) NNW ( 333. azimuth) from Yreka, CA",42.0683,-122.8595,4.4,2.7
60561937,1.7,1375306588.45,2013/07/31 21:36:28,2013/07/31 14:36:28 PDT,"37.3 km (  23.2 mi) NNW ( 345. azimuth) from The Dalles, OR",45.9188,-121.2990,0.0,0.0
60727741,2.3,1395678321.71,2014/03/24 16:25:21,2014/03/24 09:25:21 PDT,"54.7 km (  34.0 mi) WNW ( 286. azimuth) from Maupin, OR",45.308,-121.7530,7.4,4.6
10826193,1.0,1298291892.77,2011/02/21 12:38:12,2011/02/21 04:38:12 PST,"39.3 km (  24.4 mi) E   (  93. azimuth) from Eatonville, WA",46.8512,-121.7487,3.1,1.9
60876216,1.1,1410471935.13,2014/09/11 21:45:35,2014/09/11 14:45:35 PDT,"10.9 km (   6.7 mi) WNW ( 303. azimuth) from Olympia, WA",47.0982,-123.0138,0.0,0.0
60733266,1.7,1396255664.58,2014/03/31 08:47:44,2014/03/31 01:47:44 PDT,"0.6 km (   0.4 mi) WNW ( 290. azimuth) from Okanogan, WA",48.3687,-119.5862,1.6,1.0
60581672,1.5,1377809791.1,2013/08/29 20:56:31,2013/08/29 13:56:31 PDT,"26.1 km (  16.2 mi) S   ( 185. azimuth) from Okanogan, WA",48.133,-119.6110,8.1,5.0
10796908,1.9,1269740894.2,2010/03/28 01:48:14,2010/03/27 18:48:14 PDT,"12.6 km (   7.9 mi) ESE ( 111. azimuth) from Maupin, OR",45.1342,-120.9295,15.2,9.4
10832393,1.3,1323975246.35,2011/12/15 18:54:06,2011/12/15 10:54:06 PST,"10.7 km (   6.7 mi) WNW ( 304. azimuth) from Poulsbo, WA",47.7883,-122.7643,19.1,11.8
60998487,0.6,1431005360.2,2015/05/07 13:29:20,2015/05/07 06:29:20 PDT,"19.1 km (  11.9 mi) SE  ( 130. azimuth) from Mount Vernon, WA",48.3083,-122.1410,16.1,10.0
10793913,1.0,1278026968.67,2010/07/01 23:29:28,2010/07/01 16:29:28 PDT,"16.2 km (  10.1 mi) E   (  99. azimuth) from Eatonville, WA",46.8438,-122.0545,0.7,0.5
60920366,2.2,1415398068.94,2014/11/07 22:07:48,2014/11/07 14:07:48 PST,"67.7 km (  42.1 mi) WSW ( 256. azimuth) from Penticton, BC",49.354,-120.4918,0.0,0.0
60399327,1.0,1336233330.08,2012/05/05 15:55:30,2012/05/05 08:55:30 PDT,"10.3 km (   6.4 mi) W   ( 270. azimuth) from Carnation, Wa",47.648,-122.0525,13.2,8.2
60397367,0.8,1335571826.96,2012/04/28 00:10:26,2012/04/27 17:10:26 PDT,"3.6 km (   2.2 mi) NE  (  39. azimuth) from Bellevue, WA",47.6357,-122.1685,20.0,12.4
60613082,0.8,1382081713.16,2013/10/18 07:35:13,2013/10/18 00:35:13 PDT,"23.7 km (  14.7 mi) ESE ( 108. azimuth) from Enumclaw, WA",47.1405,-121.6890,19.5,12.1
60645886,0.7,1386314824.78,2013/12/06 07:27:04,2013/12/05 23:27:04 PST,"16.1 km (  10.0 mi) W   ( 273. azimuth) from Poulsbo, WA",47.7428,-122.8593,18.5,11.5
60588672,0.9,1378757451.02,2013/09/09 20:10:51,2013/09/09 13:10:51 PDT,"40.4 km (  25.1 mi) S   ( 170. azimuth) from Morton, WA",46.2005,-122.1838,2.8,1.7
60490146,2.7,1354217736.87,2012/11/29 19:35:36,2012/11/29 11:35:36 PST,"2.8 km (   1.7 mi) E   (  95. azimuth) from Bend, OR",44.0563,-121.2733,0.0,0.0
10809363,2.1,1284758151.93,2010/09/17 21:15:51,2010/09/17 14:15:51 PDT,"8.8 km (   5.5 mi) WSW ( 250. azimuth) from Aberdeen, WA",46.9493,-123.9237,0.0,0.0
60817106,0.9,1403727573.93,2014/06/25 20:19:33,2014/06/25 13:19:33 PDT,"35.3 km (  21.9 mi) SE  ( 135. azimuth) from Canby, OR",45.0407,-122.3703,0.0,0.0
10804233,0.9,1274645282.34,2010/05/23 20:08:02,2010/05/23 13:08:02 PDT,"3.5 km (   2.2 mi) N   (   1. azimuth) from Entiat, WA",47.6928,-120.2218,2.3,1.4
10819803,1.4,1309860523.01,2011/07/05 10:08:43,2011/07/05 03:08:43 PDT,"9.5 km (   5.9 mi) WSW ( 258. azimuth) from North Bend, WA",47.479,-121.9085,20.8,12.9
10801293,1.4,1282504438.63,2010/08/22 19:13:58,2010/08/22 12:13:58 PDT,"16.5 km (  10.2 mi) NW  ( 313. azimuth) from Portland, OR",45.6358,-122.7748,27.1,16.8
10817788,1.6,1307955151.46,2011/06/13 08:52:31,2011/06/13 01:52:31 PDT,"59.3 km (  36.9 mi) NW  ( 311. azimuth) from Forks, WA",48.2977,-124.9868,0.0,0.0
60533621,2.2,1369602839.56,2013/05/26 21:13:59,2013/05/26 14:13:59 PDT,"65.8 km (  40.9 mi) W   ( 261. azimuth) from Penticton, BC",49.4038,-120.4813,0.0,0.0
10816923,2.6,1305855138.9,2011/05/20 01:32:18,2011/05/19 18:32:18 PDT,"44.5 km (  27.7 mi) SSW ( 194. azimuth) from Eugene, OR",43.663,-123.2157,6.0,3.7
60442167,1.7,1345487173.99,2012/08/20 18:26:13,2012/08/20 11:26:13 PDT,"5.2 km (   3.2 mi) NE  (  38. azimuth) from Bellevue, WA",47.6477,-122.1567,15.0,9.3
10827403,1.7,1311606231.29,2011/07/25 15:03:51,2011/07/25 08:03:51 PDT,"13.1 km (   8.2 mi) ESE ( 118. azimuth) from Maupin, OR",45.1202,-120.9317,18.0,11.1
60877421,2.3,1410584110.04,2014/09/13 04:55:10,2014/09/12 21:55:10 PDT,"1.0 km (   0.6 mi) SSE ( 159. azimuth) from Pasco, WA",46.2265,-119.0922,11.3,7.0
10814393,2.0,1303420014.81,2011/04/21 21:06:54,2011/04/21 14:06:54 PDT,"30.5 km (  18.9 mi) NNE (  17. azimuth) from Portland, OR",45.7975,-122.5083,0.0,0.0
10795768,1.8,1271102782.61,2010/04/12 20:06:22,2010/04/12 13:06:22 PDT,"8.9 km (   5.6 mi) NW  ( 311. azimuth) from Kirkland, Wa",47.7347,-122.2972,26.5,16.4
61033681,0.9,1433523340.89,2015/06/05 16:55:40,2015/06/05 09:55:40 PDT,"26.0 km (  16.1 mi) WSW ( 241. azimuth) from Longview, WA",46.0225,-123.2360,0.0,0.0
60492222,0.8,1358164997.77,2013/01/14 12:03:17,2013/01/14 04:03:17 PST,"8.5 km (   5.3 mi) SE  ( 143. azimuth) from Concrete, WA",48.4787,-121.6793,4.0,2.5
60545151,0.8,1372073001.2,2013/06/24 11:23:21,2013/06/24 04:23:21 PDT,"25.6 km (  15.9 mi) SSE ( 160. azimuth) from Friday Harbor, WA",48.3187,-122.8868,22.4,13.9
60707247,2.3,1393956848.48,2014/03/04 18:14:08,2014/03/04 10:14:08 PST,"67.4 km (  41.9 mi) W   ( 262. azimuth) from Penticton, BC",49.4192,-120.5067,0.0,0.0
60020208,0.7,1349809155.23,2012/10/09 18:59:15,2012/10/09 11:59:15 PDT,"3.5 km (   2.2 mi) N   (   7. azimuth) from Kirkland, Wa",47.713,-122.2010,0.0,0.0
60828092,0.8,1406429596.2,2014/07/27 02:53:16,2014/07/26 19:53:16 PDT,"23.0 km (  14.3 mi) ENE (  69. azimuth) from Eatonville, WA",46.9412,-121.9827,15.3,9.5
10797158,1.3,1279149320.61,2010/07/14 23:15:20,2010/07/14 16:15:20 PDT,"16.6 km (  10.3 mi) N   ( 355. azimuth) from Poulsbo, WA",47.8838,-122.6643,19.3,11.9
10833193,0.9,1324550394.24,2011/12/22 10:39:54,2011/12/22 02:39:54 PST,"25.1 km (  15.6 mi) E   (  92. azimuth) from Eatonville, WA",46.8602,-121.9355,12.4,7.7
60638646,0.8,1385481565.59,2013/11/26 15:59:25,2013/11/26 07:59:25 PST,"13.2 km (   8.2 mi) WSW ( 238. azimuth) from Morton, WA",46.4952,-122.4215,19.8,12.3
60403716,1.1,1332123753.92,2012/03/19 02:22:33,2012/03/18 19:22:33 PDT,"16.1 km (  10.0 mi) E   (  80. azimuth) from Port Angeles, WA",48.14,-123.2295,21.8,13.5
10799203,0.7,1272418400.91,2010/04/28 01:33:20,2010/04/27 18:33:20 PDT,"41.5 km (  25.8 mi) ESE ( 108. azimuth) from Longview, WA",46.024,-122.4293,17.0,10.5
60455622,2.3,1348539338.06,2012/09/25 02:15:38,2012/09/24 19:15:38 PDT,"43.2 km (  26.8 mi) WNW ( 292. azimuth) from Yakima, Wa",46.7433,-121.0363,3.8,2.4
10812238,1.2,1302384233.74,2011/04/09 21:23:53,2011/04/09 14:23:53 PDT,"28.7 km (  17.8 mi) ESE ( 116. azimuth) from Eatonville, WA",46.7532,-121.9272,5.1,3.2
60784612,1.5,1401124653.27,2014/05/26 17:17:33,2014/05/26 10:17:33 PDT,"31.1 km (  19.3 mi) NW  ( 306. azimuth) from Longview, WA",46.3002,-123.2697,23.8,14.7
60386782,1.3,1331581091.12,2012/03/12 19:38:11,2012/03/12 12:38:11 PDT,"15.1 km (   9.4 mi) WNW ( 292. azimuth) from Yakima, Wa",46.6462,-120.6958,0.0,0.0
60405251,2.1,1332790302.24,2012/03/26 19:31:42,2012/03/26 12:31:42 PDT,"39.4 km (  24.5 mi) ENE (  62. azimuth) from Skykomish, WA",47.8758,-120.8993,10.3,6.4
60401657,2.4,1336765860.58,2012/05/11 19:51:00,2012/05/11 12:51:00 PDT,"46.8 km (  29.1 mi) WSW ( 242. azimuth) from Kamloops, BC",50.4717,-120.9042,0.0,0.0
60970412,1.7,1425941816.92,2015/03/09 22:56:56,2015/03/09 15:56:56 PDT,"4.7 km (   2.9 mi) E   (  90. azimuth) from Fall City, WA",47.5665,-121.8253,9.0,5.6
60423577,1.0,1341745403.35,2012/07/08 11:03:23,2012/07/08 04:03:23 PDT,"16.5 km (  10.3 mi) NNE (  17. azimuth) from Granite Falls, WA",48.2263,-121.9035,13.0,8.0
60921126,0.7,1415522282.6,2014/11/09 08:38:02,2014/11/09 00:38:02 PST,"40.6 km (  25.2 mi) S   ( 170. azimuth) from Morton, WA",46.1988,-122.1832,3.7,2.3
10820218,2.1,1312563828.67,2011/08/05 17:03:48,2011/08/05 10:03:48 PDT,"66.8 km (  41.5 mi) E   (  88. azimuth) from Hope, BC",49.4037,-120.5280,0.0,0.0
60885977,1.8,1412597521.85,2014/10/06 12:12:01,2014/10/06 05:12:01 PDT,"25.8 km (  16.0 mi) S   ( 175. azimuth) from Morton, WA",46.3275,-122.2452,12.1,7.5
60952822,0.6,1422995576.85,2015/02/03 20:32:56,2015/02/03 12:32:56 PST,"30.3 km (  18.8 mi) ENE (  61. azimuth) from Morton, WA",46.69,-121.9283,4.0,2.5
60432427,1.3,1343601968.59,2012/07/29 22:46:08,2012/07/29 15:46:08 PDT,"1.3 km (   0.8 mi) WSW ( 246. azimuth) from Duvall, WA",47.7368,-122.0015,0.0,0.0
60734351,1.2,1396421142.27,2014/04/02 06:45:42,2014/04/01 23:45:42 PDT,"1.5 km (   0.9 mi) S   ( 173. azimuth) from Maple Valley, WA",47.3968,-122.0395,16.2,10.1
60614737,1.4,1382358031.04,2013/10/21 12:20:31,2013/10/21 05:20:31 PDT,"26.7 km (  16.6 mi) SE  ( 136. azimuth) from Astoria, OR",46.0118,-123.5953,22.1,13.7
60994946,2.5,1428361660.88,2015/04/06 23:07:40,2015/04/06 16:07:40 PDT,"63.3 km (  39.3 mi) ENE (  75. azimuth) from Hope, BC",49.5295,-120.6035,0.0,0.0
10829588,0.9,1298696949.04,2011/02/26 05:09:09,2011/02/25 21:09:09 PST,"13.1 km (   8.1 mi) ESE ( 118. azimuth) from Maupin, OR",45.12,-120.9325,19.0,11.8
10828778,1.7,1317939254.43,2011/10/06 22:14:14,2011/10/06 15:14:14 PDT,"61.0 km (  37.9 mi) NW  ( 312. azimuth) from Bend, OR",44.4242,-121.8785,0.0,0.0
60431791,2.4,1340319511.6,2012/06/21 22:58:31,2012/06/21 15:58:31 PDT,"67.7 km (  42.1 mi) E   (  88. azimuth) from Hope, BC",49.4085,-120.5148,0.0,0.0
